id,x,y,z
258,0.921026,1.239528,1.154931
259,0.640938,1.239528,1.330922
260,0.328711,1.239528,1.440175
261,0.000000,1.239528,1.477212
262,-0.328711,1.239528,1.440175
263,-0.640938,1.239528,1.330922
264,-0.921026,1.239528,1.154931
265,-1.154931,1.239528,0.921026
266,-1.330922,1.239528,0.640938
267,-1.440175,1.239528,0.328711
268,-1.477212,1.239528,0.000000
269,-1.440175,1.239528,-0.328711
270,-1.330922,1.239528,-0.640938
271,-1.154931,1.239528,-0.921026
272,-0.921026,1.239528,-1.154931
273,-0.640938,1.239528,-1.330922
274,-0.328711,1.239528,-1.440175
275,-0.000000,1.239528,-1.477212
276,0.328711,1.239528,-1.440175
277,0.640938,1.239528,-1.330922
278,0.921026,1.239528,-1.154931
279,1.154931,1.239528,-0.921026
280,1.330922,1.239528,-0.640938
281,1.440175,1.239528,-0.328711
282,1.409539,0.986970,0.000000
283,1.374199,0.986970,0.313652
284,1.269951,0.986970,0.611576
285,1.102022,0.986970,0.878833
286,0.878833,0.986970,1.102022
287,0.611576,0.986970,1.269951
288,0.313652,0.986970,1.374199
289,0.000000,0.986970,1.409539
290,-0.313652,0.986970,1.374199
291,-0.611576,0.986970,1.269951
292,-0.878833,0.986970,1.102022
293,-1.102022,0.986970,0.878833
294,-1.269951,0.986970,0.611576
295,-1.374199,0.986970,0.313652
296,-1.409539,0.986970,0.000000
297,-1.374199,0.986970,-0.313652
298,-1.269951,0.986970,-0.611576
299,-1.102022,0.986970,-0.878833
300,-0.878833,0.986970,-1.102022
301,-0.611576,0.986970,-1.269951
302,-0.313652,0.986970,-1.374199
303,-0.000000,0.986970,-1.409539
304,0.313652,0.986970,-1.374199
305,0.611576,0.986970,-1.269951
306,0.878833,0.986970,-1.102022
307,1.102022,0.986970,-0.878833
308,1.269951,0.986970,-0.611576
309,1.374199,0.986970,-0.313652
310,1.299038,0.750000,0.000000
311,1.266469,0.750000,0.289063
312,1.170393,0.750000,0.563632
313,1.015629,0.750000,0.809937
314,0.809937,0.750000,1.015629
315,0.563632,0.750000,1.170393
316,0.289063,0.750000,1.266469
317,0.000000,0.750000,1.299038
318,-0.289063,0.750000,1.266469
319,-0.563632,0.750000,1.170393
320,-0.809937,0.750000,1.015629
321,-1.015629,0.750000,0.809937
322,-1.170393,0.750000,0.563632
323,-1.266469,0.750000,0.289063
324,-1.299038,0.750000,0.000000
325,-1.266469,0.750000,-0.289063
326,-1.170393,0.750000,-0.563632
327,-1.015629,0.750000,-0.809937
328,-0.809937,0.750000,-1.015629
329,-0.563632,0.750000,-1.170393
330,-0.289063,0.750000,-1.266469
331,-0.000000,0.750000,-1.299038
332,0.289063,0.750000,-1.266469
333,0.563632,0.750000,-1.170393
334,0.809937,0.750000,-1.015629
335,1.015629,0.750000,-0.809937
336,1.170393,0.750000,-0.563632
337,1.266469,0.750000,-0.289063
338,1.149067,0.535819,0.000000
339,1.120257,0.535819,0.255691
340,1.035273,0.535819,0.498561
