x,y,z
0.593431,5.663137,-0.097980
0.650000,5.663137,-0.113137
0.706569,5.663137,-0.097980
0.747980,5.663137,-0.056569
0.797821,5.611229,0.000000
0.778017,5.611229,0.073910
0.723910,5.611229,0.128017
0.650000,5.611229,0.147821
0.576090,5.611229,0.128017
0.521983,5.611229,0.073910
0.502179,5.611229,0.000000
0.521983,5.611229,-0.073910
0.576090,5.611229,-0.128017
0.650000,5.611229,-0.147821
0.723910,5.611229,-0.128017
0.778017,5.611229,-0.073910
0.810000,5.550000,0.000000
0.788564,5.550000,0.080000
0.730000,5.550000,0.138564
0.650000,5.550000,0.160000
0.570000,5.550000,0.138564
0.511436,5.550000,0.080000
0.490000,5.550000,0.000000
0.511436,5.550000,-0.080000
0.570000,5.550000,-0.138564
0.650000,5.550000,-0.160000
0.730000,5.550000,-0.138564
0.788564,5.550000,-0.080000
0.797821,5.488771,0.000000
0.778017,5.488771,0.073910
0.723910,5.488771,0.128017
0.650000,5.488771,0.147821
0.576090,5.488771,0.128017
0.521983,5.488771,0.073910
0.502179,5.488771,0.000000
0.521983,5.488771,-0.073910
0.576090,5.488771,-0.128017
0.650000,5.488771,-0.147821
0.723910,5.488771,-0.128017
0.778017,5.488771,-0.073910
0.763137,5.436863,0.000000
0.747980,5.436863,0.056569
0.706569,5.436863,0.097980
0.650000,5.436863,0.113137
0.593431,5.436863,0.097980
0.552020,5.436863,0.056569
0.536863,5.436863,0.000000
0.552020,5.436863,-0.056569
0.593431,5.436863,-0.097980
0.650000,5.436863,-0.113137
0.706569,5.436863,-0.097980
0.747980,5.436863,-0.056569
0.711229,5.402179,0.000000
0.703026,5.402179,0.030615
0.680615,5.402179,0.053026
0.650000,5.402179,0.061229
0.619385,5.402179,0.053026
0.596974,5.402179,0.030615
0.588771,5.402179,0.000000
0.596974,5.402179,-0.030615
0.619385,5.402179,-0.053026
0.650000,5.402179,-0.061229
0.680615,5.402179,-0.053026
0.703026,5.402179,-0.030615
0.650000,5.390000,0.000000
0.000000,3.350000,0.000000
-0.750000,4.750000,0.000000
0.079333,3.392500,0.000000
0.071477,3.388291,-0.039050
0.049463,3.376498,-0.070365
0.017653,3.359457,-0.087744
-0.017653,3.340543,-0.087744
-0.049463,3.323502,-0.070365
-0.071477,3.311709,-0.039050
-0.079333,3.307500,-0.000000
-0.071477,3.311709,0.039050
-0.049463,3.323502,0.070365
-0.017653,3.340543,0.087744
0.017653,3.359457,0.087744
0.049463,3.376498,0.070365
0.071477,3.388291,0.039050
-0.670667,4.792500,0.000000
-0.678523,4.788291,-0.039050
-0.700537,4.776498,-0.070365
-0.732347,4.759457,-0.087744
-0.767653,4.740543,-0.087744
-0.799463,4.723502,-0.070365
-0.821477,4.711709,-0.039050
-0.829333,4.707500,-0.000000
-0.821477,4.711709,0.039050
-0.799463,4.723502,0.070365
-0.767653,4.740543,0.087744
-0.732347,4.759457,0.087744
-0.700537,4.776498,0.070365
-0.678523,4.788291,0.039050
-0.750000,4.750000,0.000000
0.650000,5.550000,0.000000
-0.705347,4.671858,0.000000
-0.709769,4.679597,-0.039050
-0.722160,4.701279,-0.070365
-0.740064,4.732612,-0.087744
-0.759936,4.767388,-0.087744
-0.777840,4.798721,-0.070365
-0.790231,4.820403,-0.039050
-0.794653,4.828142,-0.000000
-0.790231,4.820403,0.039050
-0.777840,4.798721,0.070365
-0.759936,4.767388,0.087744
-0.740064,4.732612,0.087744
-0.722160,4.701279,0.070365
-0.709769,4.679597,0.039050
0.694653,5.471858,0.000000
0.690231,5.479597,-0.039050
0.677840,5.501279,-0.070365
0.659936,5.532612,-0.087744
0.640064,5.567388,-0.087744
0.622160,5.598721,-0.070365
0.609769,5.620403,-0.039050
0.605347,5.628142,-0.000000
0.609769,5.620403,0.039050
0.622160,5.598721,0.070365
0.640064,5.567388,0.087744
0.659936,5.532612,0.087744
0.677840,5.501279,0.070365
0.690231,5.479597,0.039050
0.729395,5.460019,0.000000
1.344703,4.762670,0.000000
0.609421,5.354160,0.000000
0.613509,5.357767,-0.041411
0.625494,5.368342,-0.080000
0.644560,5.385166,-0.113137
0.669408,5.407090,-0.138564
0.698343,5.432621,-0.154548
0.729395,5.460019,-0.160000
0.760446,5.487418,-0.154548
0.789382,5.512949,-0.138564
0.814229,5.534873,-0.113137
0.833295,5.551696,-0.080000
0.845281,5.562272,-0.041411
0.849369,5.565879,-0.000000
0.845281,5.562272,0.041411
0.833295,5.551696,0.080000
0.814229,5.534873,0.113137
0.789382,5.512949,0.138564
0.760446,5.487418,0.154548
0.729395,5.460019,0.160000
0.698343,5.432621,0.154548
0.669408,5.407090,0.138564
0.644560,5.385166,0.113137
0.625494,5.368342,0.080000
0.613509,5.357767,0.041411
0.879803,4.352465,0.000000
0.895644,4.366442,-0.160468
0.942088,4.407422,-0.310000
1.015969,4.472611,-0.438406
1.112253,4.557568,-0.536936
