x,y,z
-1.033245,0.866025,-2.494475
-0.940949,0.965926,-2.271653
-0.841904,1.000000,-2.032535
-0.742858,0.965926,-1.793417
-0.650562,0.866025,-1.570595
-0.571306,0.707107,-1.379253
-0.510490,0.500000,-1.232432
-0.472260,0.258819,-1.140136
-0.459220,0.000000,-1.108655
-0.472260,-0.258819,-1.140136
-0.510490,-0.500000,-1.232432
-0.571306,-0.707107,-1.379253
-0.650562,-0.866025,-1.570595
-0.742858,-0.965926,-1.793417
-0.841904,-1.000000,-2.032535
-0.940949,-0.965926,-2.271653
-1.033245,-0.866025,-2.494475
-1.112502,-0.707107,-2.685816
-1.173317,-0.500000,-2.832638
-1.211547,-0.258819,-2.924934
-0.828221,0.000000,-3.090963
-0.819402,0.258819,-3.058050
-0.793546,0.500000,-2.961553
-0.752415,0.707107,-2.808050
-0.698811,0.866025,-2.608000
-0.636389,0.965926,-2.375037
-0.569402,1.000000,-2.125037
-0.502415,0.965926,-1.875037
-0.439992,0.866025,-1.642074
-0.386389,0.707107,-1.442024
-0.345258,0.500000,-1.288521
-0.319402,0.258819,-1.192024
-0.310583,0.000000,-1.159111
-0.319402,-0.258819,-1.192024
-0.345258,-0.500000,-1.288521
-0.386389,-0.707107,-1.442024
-0.439992,-0.866025,-1.642074
-0.502415,-0.965926,-1.875037
-0.569402,-1.000000,-2.125037
-0.636389,-0.965926,-2.375037
-0.698811,-0.866025,-2.608000
-0.752415,-0.707107,-2.808050
-0.793546,-0.500000,-2.961553
-0.819402,-0.258819,-3.058050
-0.417684,0.000000,-3.172624
-0.413236,0.258819,-3.138841
-0.400197,0.500000,-3.039795
-0.379454,0.707107,-2.882236
-0.352421,0.866025,-2.676901
-0.320940,0.965926,-2.437784
-0.287158,1.000000,-2.181179
-0.253375,0.965926,-1.924574
-0.221895,0.866025,-1.685456
-0.194862,0.707107,-1.480121
-0.174119,0.500000,-1.322562
-0.161079,0.258819,-1.223516
